08:07:16:  InstrHandle.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:18:20:  img-Y24112213-0001.jpg - Windows 照片查看器
11:18:30:  img-Y24112213
11:18:35:  桌面整理
11:18:40:  Adobe Photoshop CS3 Extended
11:20:25:  存储为
11:20:30:  Adobe Photoshop CS3 Extended
11:20:45:  CS - Everything
11:20:55:  img-Y24112213-0001副本 - 写邮件
11:21:00:  于斌1
11:21:05:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:21:30:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:22:25:  local macro 'DISTANCE_FULL_TO_BOTTOM_NEW' (line 40, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Plate\UpperPlate.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:22:30:  Unreachable code at token ';' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:22:35:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:22:45:  Unreachable code at token ';' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:22:50:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:23:55:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:24:05:  Adobe Photoshop CS3
11:24:10:  dsdsf
11:24:15:  BR-1-CashBox1T2-Press
11:24:20:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 提交 - TortoiseSVN
11:24:25:  历史记录
11:24:30:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 提交 - TortoiseSVN
11:24:35:  提交 完成！
11:24:40:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
11:27:00:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:27:05:  Too few initializers for aggregate 'sInstrStruct' of type 'const INSTR_STRUCT [98]' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:29:10:  于斌1
11:29:20:  正在打开 - Word
11:29:25:  附件2：威海市万名大学生聚集计划生活津贴申请表.docx [兼容模式] - Word
11:29:35:  于斌1
11:29:10:  于斌1
11:29:20:  正在打开 - Word
11:29:25:  附件2：威海市万名大学生聚集计划生活津贴申请表.docx [兼容模式] - Word
11:29:35:  于斌1
11:30:05:  Too few initializers for aggregate 'sInstrStruct' of type 'const INSTR_STRUCT [98]' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:31:45:  计算器
11:32:25:  新建文本文档.exe - 快捷方式
11:32:30:  计算器
11:36:20:  新建文本文档.exe - 快捷方式
11:36:30:  代码 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:36:40:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:36:45:  于斌1
11:38:00:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:38:05:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:39:20:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:39:35:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:39:50:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:40:00:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
11:40:40:  锁屏状态
13:14:01:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:21:06:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:21:21:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:29:46:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:29:51:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:29:46:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:29:51:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:30:31:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:30:36:  local typedef 'FLOW_HANDLE_MODE' (line 1104, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\Instruction\InstrExecute.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:30:46:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:30:56:  eSpace
13:31:01:  胡蕊
13:31:31:  eSpace
13:32:01:  代码 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:32:06:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:32:16:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:32:51:  计算器
13:34:46:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:34:51:  胡蕊
13:35:06:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:35:16:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:35:26:  Technical Debt - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:35:31:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:35:36:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:35:56:  自动播放
13:36:01:  CheckTheBookTital.py - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:36:06:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:36:11:  CheckTheBookTital.py - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:36:21:  设置 - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:36:31:  CheckTheBookTital.py - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:36:36:  LowerPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:36:46:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
13:37:01:  LowerPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:41:42:  CheckTheBookTital.py - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:41:57:  设置 - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:42:07:  LowerPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:42:17:  CheckTheBookTital.py - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:42:32:  Track.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
13:42:37:  LowerPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
14:10:32:  「开始」菜单
14:10:42:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c • (666) - Sublime Text (UNREGISTERED)
14:11:02:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.h (666) - Sublime Text (UNREGISTERED)
14:11:07:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c • (666) - Sublime Text (UNREGISTERED)
14:12:12:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c (666) - Sublime Text (UNREGISTERED)
14:12:22:  锁屏状态
14:12:27:  本地磁盘 (D:)
14:12:32:  666
14:12:37:  SECSplashWnd
14:12:42:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c (666) - Sublime Text (UNREGISTERED)
14:12:47:  D:\CRS\666\Project\ke18_rtt.uvprojx - μVision
14:12:52:  工作副本
14:12:57:  ImpellerCtrl.c - TortoiseMerge
14:13:23:  D:\CRS\666\Project\ke18_rtt.uvprojx - μVision
14:13:38:  666
14:13:43:  D:\CRS\666\Tools\CreateJK.exe
14:13:58:  新建文本文档.exe - 快捷方式
14:14:03:  Tools
14:14:08:  BNE-R1200M_CS_KE18_FV1000_EXTFEDAD1V10_MAIN_T06 - 写邮件
14:14:33:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c (666) - Sublime Text (UNREGISTERED)
14:14:08:  BNE-R1200M_CS_KE18_FV1000_EXTFEDAD1V10_MAIN_T06 - 写邮件
14:14:33:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c (666) - Sublime Text (UNREGISTERED)
14:19:13:  D:\00-06\1T1-Stop-Length\trunk\Middlewares\Plate\Plate.c (666) - Sublime Text (UNREGISTERED)
14:19:18:  D:\CRS\666\Applications\SeparatorCtrl\SeparatorCtrl.c (666) - Sublime Text (UNREGISTERED)
14:26:48:  D:\CRS\666\Applications\PPCtrl\PPCtrl.c (666) - Sublime Text (UNREGISTERED)
14:42:03:  胡蕊
14:42:18:  D:\CRS\666\Applications\PPCtrl\PPCtrl.c (666) - Sublime Text (UNREGISTERED)
14:42:23:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:42:28:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:42:43:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:42:53:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:42:58:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:43:08:  Too few initializers for aggregate 'unknown-name' of type 'CHECK_POSITION [2]' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:43:23:  Loss of precision (arg. no. 1) (16 bits to 8 bits) - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:43:38:  Pointer parameter 'pConfig' (line 90) could be declared as pointing to const - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:43:48:  switch statement has no default - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:43:53:  Symbol '_lr' (line 60, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Rtos\MQXLITE\psp\cortex_m\compiler\rv\comp.h) not subsequently referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:44:03:  local structure member 'mUpdateMode' (line 64, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\Update\Update.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:44:13:  eSpace
14:44:18:  项目总览 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:44:23:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:44:13:  eSpace
14:44:18:  项目总览 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:44:23:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:45:18:  胡蕊
14:45:48:  于斌1
14:51:53:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:52:03:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:52:08:  Symbol 'LockInit(enum {...})' redeclared (Arg. no. 1: enum/enum) conflicts with line 42, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Lock\Lock.h, module E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\Separate\Separate.c - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:52:18:  Symbol 'LockInit(enum {...})' redeclared (Arg. no. 1: enum/enum) conflicts with line 42, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Middlewares\Lock\Lock.h, module E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\MotorCtrl\MotorCtrl.c - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:52:33:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
14:58:08:  固件设计中心
14:58:08:  固件设计中心
15:30:43:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:30:53:  于斌1
15:30:58:  胡蕊
15:31:03:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:31:08:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:31:18:  问题 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:31:28:  Unusual use of 'SYM' in argument to sizeof - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:32:28:  Too few initializers for aggregate 'unknown-name' of type 'CHECK_POSITION [2]' - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:32:33:  local typedef 'CASHOUT_STATE' (line 144, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\Track\Track.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:32:38:  LowerPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:32:43:  Track.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:33:03:  D:\CRS\666 - 工作副本 - TortoiseSVN
15:33:08:  Track.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:33:13:  local typedef 'CASHOUT_STATE' (line 144, file E:\gujian-2_share\checkout\Project\BTCR-1100\FW_BTCR-1100_K06_MAIN\branches\BR-1-CashBox1T2-Press\Applications\Track\Track.c) not referenced - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:33:18:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:33:43:  Track.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:34:03:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:34:58:  0-工作 - 张开发 - 印象笔记
15:35:43:  于斌1
15:36:03:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:36:08:  D:\CRS\666\Applications\PPCtrl\PPCtrl.c (666) - Sublime Text (UNREGISTERED)
15:36:13:  D:\CRS\666\Applications\Update\Update.c (666) - Sublime Text (UNREGISTERED)
15:36:23:  eSpace
15:36:28:  于斌1
15:36:33:  D:\CRS\666\Applications\Update\Update.c (666) - Sublime Text (UNREGISTERED)
15:36:38:  于斌1
15:36:48:  D:\CRS\666\Applications\Update\Update.c (666) - Sublime Text (UNREGISTERED)
15:36:53:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:37:08:  于斌1
15:37:23:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:37:48:  于斌1
15:37:53:  D:\CRS\666\Applications\ImpellerCtrl\ImpellerCtrl.c (666) - Sublime Text (UNREGISTERED)
15:38:03:  于斌1
15:38:23:  D:\CRS\666\Applications\ImpellerCtrl\ImpellerCtrl.c (666) - Sublime Text (UNREGISTERED)
15:38:38:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:38:54:  于斌1
15:39:24:  「开始」菜单
15:39:39:  于斌1
15:39:59:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:40:29:  eSpace
15:40:34:  于斌1
15:41:14:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:42:24:  固件设计中心
15:42:29:  于斌1
15:42:39:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:42:54:  于斌1
15:43:04:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:43:09:  于斌1
15:43:24:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:44:24:  锁屏状态
15:44:29:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:44:44:  新标签页 - Google Chrome
15:44:49:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:44:54:  D:\CRS\666\Applications\ImpellerCtrl\ImpellerCtrl.c (666) - Sublime Text (UNREGISTERED)
15:44:24:  锁屏状态
15:44:29:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:44:44:  新标签页 - Google Chrome
15:44:49:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:44:54:  D:\CRS\666\Applications\ImpellerCtrl\ImpellerCtrl.c (666) - Sublime Text (UNREGISTERED)
15:45:09:  Arg. no. 1: enum/enum_百度搜索 - Google Chrome
15:45:19:  https://www.baidu.com/link?url=aDFzWFg_G9H2YteEwBaR26KMCYrbAMKrU9KYSDyHwmrtaOD1KGiaw_-5MTtwsoHsSacI01FHe5N3561tjLYS2Yb6Sy3EJTLLoTvSs_fgayC&wd=&eqid=9a85733e000001cf000000025fbcba04 - Google Chrome
15:45:24:  (3条消息) Java中枚举类型Enum的一种使用方式_Krisemile的博客-CSDN博客 - Google Chrome
15:45:29:  Arg. no. 1: enum/enum_百度搜索 - Google Chrome
15:45:39:  pclink Arg. no. 1: enum/enum_百度搜索 - Google Chrome
15:45:49:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:47:04:  于斌1
15:47:19:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:48:14:  于斌1
15:48:24:  D:\CRS\666\Applications\ImpellerCtrl\ImpellerCtrl.c (666) - Sublime Text (UNREGISTERED)
15:48:29:  选择文件夹
15:48:34:  于斌1
15:48:39:  untitled (10) - Sublime Text (UNREGISTERED)
15:48:59:  D:\00-KE64\10\Applications\InstrExp\InstrGSProcess.c (10) - Sublime Text (UNREGISTERED)
15:49:09:  D:\00-KE64\10\Applications\InstrExp\InstrExp.c (10) - Sublime Text (UNREGISTERED)
15:49:14:  D:\00-KE64\10\Applications\Initialization\Initial.c (10) - Sublime Text (UNREGISTERED)
15:49:19:  D:\00-KE64\10\Applications\InstrExp\InstrExp.c (10) - Sublime Text (UNREGISTERED)
15:49:24:  D:\00-KE64\10\Applications\InstrExp\InstrReturn.c (10) - Sublime Text (UNREGISTERED)
15:49:34:  D:\00-KE64\10\Applications\InstrExp\InstrSUBProcess.c (10) - Sublime Text (UNREGISTERED)
15:49:49:  D:\00-KE64\10\Applications\InstrExp\RtInstrProc.c (10) - Sublime Text (UNREGISTERED)
15:49:54:  D:\00-KE64\10\Applications\InstrExp\SysInstrProc.c (10) - Sublime Text (UNREGISTERED)
15:50:04:  于斌1
15:50:24:  D:\00-KE64\10\Applications\InstrExp\SysInstrProc.c (10) - Sublime Text (UNREGISTERED)
15:50:29:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:52:34:  eSpace
15:54:14:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:54:24:  eSpace Login
15:54:59:  于斌1
15:55:34:  eSpace
15:55:44:  「开始」菜单
15:55:49:  eSpace Login
15:55:54:  eSpace Meeting
15:55:59:  eSpace
15:56:04:  于斌1
15:57:24:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:57:29:  程明昌
15:57:59:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
15:58:49:  程明昌
15:59:19:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:34:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:44:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:49:  Separate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:54:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:59:  Separate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:00:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:58:49:  程明昌
15:59:19:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:34:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:44:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:49:  Separate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:54:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
15:59:59:  Separate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:00:04:  UpperPlate.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:00:19:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
16:00:59:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:01:09:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:01:49:  Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
16:02:24:  网易有道词典
16:02:44:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:02:59:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:03:04:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:03:19:  InstrExecute.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:03:24:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:03:34:  网易有道词典
16:03:44:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:03:49:  Lock.c - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:04:04:  Lock.h - BR-1-CashBox1T2-Press - Visual Studio Code [管理员]
16:04:44:  00-06
16:04:49:  FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
16:04:59:  活动 - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
16:05:14:  Open Issues - FW_BTCR-1100_K06_MAIN%branches%BR-1-CashBox1T2-Press - Google Chrome
16:06:19:  dsdsf
16:06:24:  BR-1-CashBox1T2-Press
16:06:29:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml
16:06:34:  Tools
16:06:39:  计算机
16:06:44:  192.168.28.8
16:06:49:  fwlib
16:06:54:  FwModule
16:06:59:  \\192.168.28.8\fwlib\FwModule\ExConfig.xml
16:07:09:  FwModule
16:07:19:  Visual Studio Code
16:07:29:  ExConfig.xml - Visual Studio Code [管理员]
16:08:14:  666
16:08:24:  Ke18Bsp
16:08:39:  D:\00-06\1T1-Stop-Length\trunk\Project\CashBox.uvprojx - μVision
16:08:44:  ExConfig.xml - Visual Studio Code [管理员]
16:08:54:  FwModule
16:09:04:  ExConfig.xml - Visual Studio Code [管理员]
16:09:09:  FwModule
16:09:39:  00-06
16:09:44:  Drivers
16:09:49:  BR-1-CashBox1T2-Press
16:09:54:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml
16:09:59:  Tools
16:10:04:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml (10) - Sublime Text (UNREGISTERED)
16:10:09:  Tools
16:10:14:  FwLib
16:10:24:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml (10) - Sublime Text (UNREGISTERED)
16:10:44:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml • (10) - Sublime Text (UNREGISTERED)
16:10:59:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml (10) - Sublime Text (UNREGISTERED)
16:11:04:  BR-1-CashBox1T2-Press
16:11:14:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\Ex.exe
16:11:29:  提示
16:11:34:  Tools
16:11:39:  BR-1-CashBox1T2-Press
16:11:49:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 工作副本 - TortoiseSVN
16:11:54:  BR-1-CashBox1T2-Press
16:12:24:  更新 完成！
16:12:29:  Drivers
16:12:44:  Ke06bsp
16:12:49:  PeripheralDriver
16:12:54:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 工作副本 - TortoiseSVN
16:13:04:  PeripheralDriver
16:13:09:  Drivers
16:13:14:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 工作副本 - TortoiseSVN
16:13:19:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - TortoiseMerge
16:13:34:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press - 工作副本 - TortoiseSVN
16:13:39:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml (10) - Sublime Text (UNREGISTERED)
16:13:49:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\ExConfig.xml • (10) - Sublime Text (UNREGISTERED)
16:13:54:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\Tools\Ex.exe
16:13:59:  提示
16:14:04:  BR-1-CashBox1T2-Press
16:14:09:  更新 完成！
16:14:19:  Drivers
16:14:24:  PeripheralDriver
16:14:29:  更新 完成！
16:14:34:  PeripheralDriver
16:14:39:  BR-1-CashBox1T2-Press
16:14:49:  D:\00-06\dsdsf\branches\BR-1-CashBox1T2-Press\EXConfigVersion.xml (10) - Sublime Text (UNREGISTERED)
